,age,c_weight,course,date,field,gender,head_count,horse_name,j_weight,jackie,odds,popu,race,race_name,rank,trainerA,trainerB,weight,year
20080101071100,3,+12,ダ1700m,9/6(土),札幌,牡,13頭,ザシークレット,54.0,北村友,14.4,5,11R,層雲峡特別,1,美浦,和田,532,2008.0
20080101071101,5,+2,ダ1700m,9/6(土),札幌,牡,13頭,スズカフェロー,57.0,丸田,24.5,8,11R,層雲峡特別,2,栗東,武宏,496,2008.0
20080101071102,8,+4,ダ1700m,9/6(土),札幌,牡,13頭,スマートカイザー,57.0,岩田,5.2,3,11R,層雲峡特別,3,栗東,大久龍,462,2008.0
20080101071103,4,-2,ダ1700m,9/6(土),札幌,牡,13頭,アートオブウォー,57.0,小原,4.0,2,11R,層雲峡特別,4,栗東,小原,494,2008.0
20080101071104,3,+6,ダ1700m,9/6(土),札幌,牡,13頭,ジェントルフォーク,54.0,安藤勝,2.8,1,11R,層雲峡特別,5,栗東,領家,472,2008.0
20080101071105,5,0,ダ1700m,9/6(土),札幌,牡,13頭,マチカネゲンジ,57.0,青木,5.9,4,11R,層雲峡特別,6,美浦,藤沢和,500,2008.0
20080101071106,5,+30,ダ1700m,9/6(土),札幌,牝,13頭,ニットウサラン,55.0,梶,59.7,10,11R,層雲峡特別,7,栗東,梅田康,496,2008.0
20080101071107,5,+4,ダ1700m,9/6(土),札幌,牡,13頭,ランキング,57.0,鈴来,14.5,6,11R,層雲峡特別,8,美浦,嶋田功,484,2008.0
20080101071108,5,-2,ダ1700m,9/6(土),札幌,牡,13頭,マイネルトラヴェル,57.0,津村,24.1,7,11R,層雲峡特別,9,栗東,柴田光,476,2008.0
20080101071109,6,+6,ダ1700m,9/6(土),札幌,牡,13頭,グリンガレット,57.0,横山典,26.4,9,11R,層雲峡特別,10,美浦,粕谷,482,2008.0
20080101071110,4,-6,ダ1700m,9/6(土),札幌,牡,13頭,グローリーソング,57.0,武英,115.1,11,11R,層雲峡特別,11,栗東,小原,464,2008.0
20080101071111,5,+8,ダ1700m,9/6(土),札幌,牡,13頭,ケイエスシンケイト,57.0,松田,,,11R,層雲峡特別,除外,栗東,高橋成,494,2008.0
20080101071112,4,+24,ダ1700m,9/6(土),札幌,牡,13頭,メイショウエグル,57.0,池添,,,11R,層雲峡特別,除外,栗東,池添,554,2008.0
20080101071200,4,+8,芝1500m,9/6(土),札幌,牝,14頭,トシザユカ,55.0,長谷川,2.1,1,12R,３歳上５００万下,1,栗東,西浦,492,2008.0
20080101071201,3,+8,芝1500m,9/6(土),札幌,牝,14頭,マイネベクルックス,53.0,津村,11.2,4,12R,３歳上５００万下,2,美浦,堀井,444,2008.0
20080101071202,3,+6,芝1500m,9/6(土),札幌,牝,14頭,ラヴドシャンクシー,53.0,岩田,8.9,3,12R,３歳上５００万下,3,美浦,堀,462,2008.0
20080101071203,3,+14,芝1500m,9/6(土),札幌,牝,14頭,ハーリカ,52.0,☆的場,20.8,8,12R,３歳上５００万下,4,栗東,昆,462,2008.0
20080101071204,3,+4,芝1500m,9/6(土),札幌,牝,14頭,ヘヴンリークルーズ,50.0,▲丸田,13.9,7,12R,３歳上５００万下,5,美浦,宗像,444,2008.0
20080101071205,4,0,芝1500m,9/6(土),札幌,牝,14頭,ホワイトヴェール,55.0,藤田,13.5,6,12R,３歳上５００万下,6,美浦,小西,464,2008.0
20080101071206,4,-6,芝1500m,9/6(土),札幌,牝,14頭,ユキノマーヴェラス,55.0,藤岡佑,38.3,9,12R,３歳上５００万下,7,美浦,柴田人,456,2008.0
20080101071207,3,-4,芝1500m,9/6(土),札幌,牝,14頭,トラックワンダー,53.0,横山典,4.3,2,12R,３歳上５００万下,8,美浦,藤原辰,480,2008.0
20080101071208,3,+2,芝1500m,9/6(土),札幌,牝,14頭,ブライティアカペラ,52.0,☆北村友,164.3,13,12R,３歳上５００万下,9,栗東,湯窪,444,2008.0
20080101071209,3,0,芝1500m,9/6(土),札幌,牝,14頭,トキノプリンセス,52.0,☆三浦,13.2,5,12R,３歳上５００万下,10,美浦,伊藤伸,434,2008.0
20080101071210,3,-2,芝1500m,9/6(土),札幌,牝,14頭,スウェプトスルー,53.0,青木,182.2,14,12R,３歳上５００万下,11,美浦,阿部,446,2008.0
20080101071211,3,+2,芝1500m,9/6(土),札幌,牝,14頭,ラドクリフヤード,53.0,菊沢,53.6,10,12R,３歳上５００万下,12,美浦,二ノ宮,442,2008.0
20080101071212,4,-4,芝1500m,9/6(土),札幌,牝,14頭,エミネンツァベルタ,52.0,▲荻野琢,66.8,11,12R,３歳上５００万下,13,栗東,梅田智,466,2008.0
20080101071213,4,+6,芝1500m,9/6(土),札幌,牝,14頭,ボニーアクション,55.0,池添,114.7,12,12R,３歳上５００万下,14,栗東,角居,496,2008.0
20080101080100,2,0,ダ1700m,9/7(日),札幌,牡,13頭,ミラクルセッション,54.0,安藤勝,2.2,1,1R,２歳未勝利,1,栗東,大久龍,490,2008.0
20080101080101,2,-8,ダ1700m,9/7(日),札幌,牡,13頭,ディアテクノバトル,51.0,▲丸田,8.3,4,1R,２歳未勝利,2,美浦,高橋裕,496,2008.0
20080101080102,2,0,ダ1700m,9/7(日),札幌,牡,13頭,オーゴンシャトル,54.0,長谷川,3.4,2,1R,２歳未勝利,3,栗東,河内,480,2008.0
20080101080103,2,0,ダ1700m,9/7(日),札幌,牡,13頭,ティルナノーグ,54.0,津村,50.0,8,1R,２歳未勝利,4,栗東,西園,440,2008.0
20080101080104,2,+4,ダ1700m,9/7(日),札幌,牝,13頭,カントリードーター,54.0,宮崎光,62.5,10,1R,２歳未勝利,5,美浦,斎藤宏,462,2008.0
20080101080105,2,-6,ダ1700m,9/7(日),札幌,牝,13頭,エフロレス,54.0,武幸,60.9,9,1R,２歳未勝利,6,美浦,古賀史,444,2008.0
20080101080106,2,-10,ダ1700m,9/7(日),札幌,牡,13頭,シルクユーロスター,54.0,池添,20.2,5,1R,２歳未勝利,7,栗東,五十嵐,494,2008.0
20080101080107,2,-2,ダ1700m,9/7(日),札幌,牡,13頭,モアザンスマート,53.0,☆三浦,5.7,3,1R,２歳未勝利,8,美浦,伊藤圭,462,2008.0
20080101080108,2,0,ダ1700m,9/7(日),札幌,牝,13頭,ミスアサート,51.0,▲荻野琢,63.2,11,1R,２歳未勝利,9,栗東,西園,446,2008.0
20080101080109,2,+4,ダ1700m,9/7(日),札幌,牡,13頭,サイクロンボーイ,54.0,菊沢,164.5,13,1R,２歳未勝利,10,美浦,高松,456,2008.0
20080101080110,2,+4,ダ1700m,9/7(日),札幌,牡,13頭,リーディングパート,54.0,北村浩,29.4,7,1R,２歳未勝利,11,栗東,鶴留,480,2008.0
20080101080111,2,+12,ダ1700m,9/7(日),札幌,牡,13頭,ノボビクトリー,54.0,桑村真,71.9,12,1R,２歳未勝利,12,美浦,西塚,456,2008.0
20080101080112,2,+8,ダ1700m,9/7(日),札幌,牡,13頭,テンシノザール,53.0,☆北村友,25.2,6,1R,２歳未勝利,13,栗東,谷,516,2008.0
20080101080200,2,+2,芝1200m,9/7(日),札幌,牡,11頭,ナイトスズラン,54.0,津村,11.7,5,2R,２歳未勝利,1,美浦,鈴木伸,452,2008.0
20080101080201,2,-6,芝1200m,9/7(日),札幌,牡,11頭,メジロライダー,54.0,長谷川,2.4,2,2R,２歳未勝利,2,栗東,田島,462,2008.0
20080101080202,2,+2,芝1200m,9/7(日),札幌,牡,11頭,ヨイチラブソング,54.0,横山典,7.7,3,2R,２歳未勝利,3,美浦,菅原,466,2008.0
20080101080203,2,0,芝1200m,9/7(日),札幌,牡,11頭,コウギョウサクラ,54.0,小島,87.0,8,2R,２歳未勝利,4,美浦,小島太,424,2008.0
20080101080204,2,+10,芝1200m,9/7(日),札幌,牝,11頭,ヒトメボレムスメ,54.0,大野,117.8,9,2R,２歳未勝利,5,栗東,野元,436,2008.0
20080101080205,2,+12,芝1200m,9/7(日),札幌,牡,11頭,コンゴウテンリュオ,54.0,武英,37.4,6,2R,２歳未勝利,6,栗東,山内,494,2008.0
20080101080206,2,0,芝1200m,9/7(日),札幌,牝,11頭,レティセラ,54.0,安藤勝,11.0,4,2R,２歳未勝利,7,栗東,松田博,400,2008.0
20080101080207,2,0,芝1200m,9/7(日),札幌,牝,11頭,オーシャンロード,54.0,藤田,2.2,1,2R,２歳未勝利,8,栗東,昆,454,2008.0
20080101080208,2,+2,芝1200m,9/7(日),札幌,牝,11頭,チャームメイク,53.0,☆三浦,59.9,7,2R,２歳未勝利,9,栗東,鮫島,426,2008.0
20080101080209,2,+4,芝1200m,9/7(日),札幌,牝,11頭,ナムラアマランス,54.0,北村浩,256.9,10,2R,２歳未勝利,10,栗東,中村,440,2008.0
20080101080210,2,+2,芝1200m,9/7(日),札幌,牡,11頭,ヨシインゾーン,54.0,武幸,,,2R,２歳未勝利,除外,美浦,嶋田潤,462,2008.0
20080101080300,3,0,ダ1000m,9/7(日),札幌,牡,12頭,コアレスカポーテ,56.0,池添,3.0,2,3R,３歳未勝利,1,美浦,池上,476,2008.0
20080101080301,3,+2,ダ1000m,9/7(日),札幌,牡,12頭,コウヨウサルート,56.0,藤田,2.0,1,3R,３歳未勝利,2,美浦,菅原,536,2008.0
20080101080302,3,-4,ダ1000m,9/7(日),札幌,牡,12頭,エンリッチメント,56.0,梶,61.8,10,3R,３歳未勝利,3,美浦,境征,460,2008.0
20080101080303,3,+8,ダ1000m,9/7(日),札幌,牝,12頭,ケイアイガルチ,54.0,郷原,15.6,6,3R,３歳未勝利,4,美浦,鈴木康,462,2008.0
20080101080304,3,+2,ダ1000m,9/7(日),札幌,牝,12頭,スイートメリー,51.0,▲荻野琢,44.5,9,3R,３歳未勝利,5,栗東,沖,450,2008.0
20080101080305,3,0,ダ1000m,9/7(日),札幌,牡,12頭,トキメキボストン,53.0,▲丸田,14.1,5,3R,３歳未勝利,6,美浦,佐藤吉,476,2008.0
20080101080306,3,-10,ダ1000m,9/7(日),札幌,牝,12頭,テレパシー,54.0,武幸,21.2,7,3R,３歳未勝利,7,栗東,境直,436,2008.0
20080101080307,3,-4,ダ1000m,9/7(日),札幌,牝,12頭,ピーカブー,54.0,横山典,14.0,4,3R,３歳未勝利,8,美浦,大江原,444,2008.0
20080101080308,3,-8,ダ1000m,9/7(日),札幌,牝,12頭,ヘリテージゴールド,54.0,秋山,78.4,11,3R,３歳未勝利,9,栗東,中尾秀,486,2008.0
20080101080309,3,+10,ダ1000m,9/7(日),札幌,牝,12頭,ファジーネーブル,54.0,津村,11.9,3,3R,３歳未勝利,10,美浦,小西,448,2008.0
20080101080310,3,-8,ダ1000m,9/7(日),札幌,牡,12頭,ダノンモンスター,55.0,☆的場,37.5,8,3R,３歳未勝利,11,栗東,森,474,2008.0
20080101080311,3,-6,ダ1000m,9/7(日),札幌,牡,12頭,ツクバグランディ,55.0,☆三浦,,,3R,３歳未勝利,除外,美浦,松山康,472,2008.0
20080101080400,2,0,芝1800m,9/7(日),札幌,牡,9頭,スズカワグナー,54.0,安藤勝,2.3,1,4R,２歳新馬,1,栗東,橋田,472,2008.0
20080101080401,2,0,芝1800m,9/7(日),札幌,牝,9頭,ナパ,54.0,藤田,4.5,3,4R,２歳新馬,2,美浦,小島茂,442,2008.0
20080101080402,2,0,芝1800m,9/7(日),札幌,牡,9頭,マイネルアヴァル,54.0,津村,17.0,5,4R,２歳新馬,3,美浦,武市,482,2008.0
20080101080403,2,0,芝1800m,9/7(日),札幌,牡,9頭,マイネルエデン,53.0,☆三浦,13.9,4,4R,２歳新馬,4,美浦,阿部,498,2008.0
20080101080404,2,0,芝1800m,9/7(日),札幌,牝,9頭,ハートオブウインク,54.0,宮崎光,21.6,7,4R,２歳新馬,5,美浦,畠山吉,414,2008.0
20080101080405,2,0,芝1800m,9/7(日),札幌,牡,9頭,タマモユニヴァース,54.0,秋山,3.4,2,4R,２歳新馬,6,栗東,小原,498,2008.0
20080101080406,2,0,芝1800m,9/7(日),札幌,牡,9頭,ピエナファンタスト,54.0,武幸,21.2,6,4R,２歳新馬,7,栗東,谷,480,2008.0
20080101080407,2,0,芝1800m,9/7(日),札幌,牝,9頭,レッドハイヒール,54.0,大野,40.7,9,4R,２歳新馬,8,美浦,松山将,480,2008.0
20080101080408,2,0,芝1800m,9/7(日),札幌,牝,9頭,ホクトスワン,54.0,横山典,21.8,8,4R,２歳新馬,9,栗東,庄野,458,2008.0
20080101080500,3,+6,ダ1700m,9/7(日),札幌,牝,13頭,シンデレラロマンス,54.0,秋山,6.1,3,5R,３歳未勝利,1,栗東,平田,472,2008.0
20080101080501,3,0,ダ1700m,9/7(日),札幌,牝,13頭,ロッソトウショウ,54.0,古川,2.2,1,5R,３歳未勝利,2,美浦,土田,464,2008.0
20080101080502,3,+6,ダ1700m,9/7(日),札幌,牝,13頭,スプリッツァー,54.0,藤田,5.5,2,5R,３歳未勝利,3,美浦,柄崎,474,2008.0
20080101080503,3,-4,ダ1700m,9/7(日),札幌,牝,13頭,アルコプラータ,51.0,▲丸田,12.2,5,5R,３歳未勝利,4,美浦,松永康,478,2008.0
20080101080504,3,-12,ダ1700m,9/7(日),札幌,牝,13頭,サクラシンフォニー,53.0,☆北村友,35.9,10,5R,３歳未勝利,5,栗東,岡田,454,2008.0
20080101080505,3,-8,ダ1700m,9/7(日),札幌,牝,13頭,ランウェイスナップ,54.0,安藤勝,10.2,4,5R,３歳未勝利,6,栗東,松田国,438,2008.0
20080101080506,3,+10,ダ1700m,9/7(日),札幌,牝,13頭,ナツミホープ,54.0,郷原,15.2,6,5R,３歳未勝利,7,美浦,根本,450,2008.0
20080101080507,3,+2,ダ1700m,9/7(日),札幌,牝,13頭,ブルーセレネ,54.0,松田,20.3,8,5R,３歳未勝利,8,栗東,本田,464,2008.0
20080101080508,3,+14,ダ1700m,9/7(日),札幌,牝,13頭,モニカ,54.0,宮崎光,67.7,11,5R,３歳未勝利,9,栗東,佐山,444,2008.0
20080101080509,3,0,ダ1700m,9/7(日),札幌,牝,13頭,セイントプラチナ,54.0,津村,16.6,7,5R,３歳未勝利,10,美浦,相沢,444,2008.0
20080101080510,3,+10,ダ1700m,9/7(日),札幌,牝,13頭,ヴィーナスローズ,53.0,☆的場,115.8,12,5R,３歳未勝利,11,美浦,本間,436,2008.0
20080101080511,3,+10,ダ1700m,9/7(日),札幌,牝,13頭,ハウリングソウル,54.0,池添,31.2,9,5R,３歳未勝利,12,栗東,池添,482,2008.0
20080101080512,3,+5,ダ1700m,9/7(日),札幌,牝,13頭,コアレスインライフ,54.0,竹之下,271.4,13,5R,３歳未勝利,13,栗東,境直,464,2008.0
20080101080600,3,0,ダ1700m,9/7(日),札幌,牡,13頭,ホークウィンザー,53.0,▲丸田,14.7,7,6R,３歳未勝利,1,栗東,梅田智,438,2008.0
20080101080601,3,-2,ダ1700m,9/7(日),札幌,牝,13頭,ポンテディリアルト,54.0,藤田,4.1,2,6R,３歳未勝利,2,美浦,二ノ宮,436,2008.0
20080101080602,3,+4,ダ1700m,9/7(日),札幌,牡,13頭,プリンチパーレ,56.0,秋山,4.4,3,6R,３歳未勝利,3,栗東,中竹,530,2008.0
20080101080603,3,+2,ダ1700m,9/7(日),札幌,牡,13頭,ヨシクリスエス,56.0,菊沢,9.5,6,6R,３歳未勝利,4,美浦,嶋田潤,478,2008.0
20080101080604,3,+10,ダ1700m,9/7(日),札幌,牡,13頭,ダンツエスエスティ,56.0,長谷川,8.1,5,6R,３歳未勝利,5,栗東,中村,466,2008.0
20080101080605,3,0,ダ1700m,9/7(日),札幌,牡,13頭,ミッキーミラクル,56.0,青木,8.0,4,6R,３歳未勝利,6,美浦,藤沢和,558,2008.0
20080101080606,3,-2,ダ1700m,9/7(日),札幌,牡,13頭,ザスターキング,56.0,佐々国,43.9,9,6R,３歳未勝利,7,美浦,小西,452,2008.0
20080101080607,3,+8,ダ1700m,9/7(日),札幌,牡,13頭,サーンバラッド,55.0,☆三浦,3.9,1,6R,３歳未勝利,8,美浦,武市,504,2008.0
20080101080608,3,+6,ダ1700m,9/7(日),札幌,牡,13頭,アミーゴシチー,53.0,▲大江原,90.4,10,6R,３歳未勝利,9,栗東,作田,434,2008.0
20080101080609,3,-6,ダ1700m,9/7(日),札幌,牝,13頭,ヤマサエレガント,54.0,柴原,108.0,11,6R,３歳未勝利,10,栗東,飯田雄,442,2008.0
20080101080610,3,+12,ダ1700m,9/7(日),札幌,牡,13頭,フェロチェスナット,56.0,宮崎光,223.0,13,6R,３歳未勝利,11,栗東,作田,482,2008.0
20080101080611,3,+8,ダ1700m,9/7(日),札幌,セ,13頭,コアレスミラクル,55.0,☆的場,173.7,12,6R,３歳未勝利,12,美浦,稗田,436,2008.0
20080101080612,3,+8,ダ1700m,9/7(日),札幌,牡,13頭,モンテキング,56.0,横山典,16.6,8,6R,３歳未勝利,13,美浦,国枝,520,2008.0
20080101080700,3,-10,芝1200m,9/7(日),札幌,牝,16頭,リュクス,54.0,青木,19.7,6,7R,３歳未勝利,1,美浦,藤沢和,466,2008.0
20080101080701,3,+6,芝1200m,9/7(日),札幌,牡,16頭,ロイヤルパーム,56.0,大野,129.3,14,7R,３歳未勝利,2,美浦,後藤,512,2008.0
20080101080702,3,+6,芝1200m,9/7(日),札幌,牡,16頭,カワキタライジン,56.0,津村,2.1,1,7R,３歳未勝利,3,美浦,相沢,464,2008.0
20080101080703,3,+2,芝1200m,9/7(日),札幌,牝,16頭,スリータキオン,54.0,武英,6.8,3,7R,３歳未勝利,4,栗東,武宏,434,2008.0
20080101080704,3,0,芝1200m,9/7(日),札幌,牝,16頭,ニシノイノーマス,54.0,藤田,4.9,2,7R,３歳未勝利,5,栗東,北出,474,2008.0
20080101080705,3,+14,芝1200m,9/7(日),札幌,牝,16頭,アイラシンガー,53.0,☆三浦,9.3,4,7R,３歳未勝利,6,美浦,堀,480,2008.0
20080101080706,3,-2,芝1200m,9/7(日),札幌,牡,16頭,フクノブリング,56.0,菊沢,28.5,8,7R,３歳未勝利,7,美浦,嶋田潤,438,2008.0
20080101080707,3,+8,芝1200m,9/7(日),札幌,セ,16頭,ロスアンゼルス,53.0,▲丸田,25.7,7,7R,３歳未勝利,8,美浦,鈴木康,438,2008.0
20080101080708,3,+20,芝1200m,9/7(日),札幌,牝,16頭,ノーススピリッツ,54.0,横山典,30.5,9,7R,３歳未勝利,9,美浦,藤原辰,426,2008.0
20080101080709,3,-6,芝1200m,9/7(日),札幌,牡,16頭,マコトガンベロ,56.0,秋山,11.2,5,7R,３歳未勝利,10,美浦,根本,502,2008.0
20080101080710,3,-4,芝1200m,9/7(日),札幌,牝,16頭,メリームード,54.0,古川,125.2,13,7R,３歳未勝利,11,美浦,坂本,408,2008.0
20080101080711,3,0,芝1200m,9/7(日),札幌,セ,16頭,ハンメル,56.0,武幸,34.4,10,7R,３歳未勝利,12,美浦,後藤,462,2008.0
20080101080712,3,+16,芝1200m,9/7(日),札幌,牝,16頭,パローレ,53.0,☆北村友,96.8,12,7R,３歳未勝利,13,美浦,清水英,422,2008.0
20080101080713,3,-2,芝1200m,9/7(日),札幌,牝,16頭,ローズブーケ,51.0,▲荻野琢,149.9,15,7R,３歳未勝利,14,美浦,根本,466,2008.0
20080101080714,3,-4,芝1200m,9/7(日),札幌,牝,16頭,ゴールデンドーター,54.0,宮崎光,58.3,11,7R,３歳未勝利,15,美浦,大江原,454,2008.0
20080101080715,3,+12,芝1200m,9/7(日),札幌,牡,16頭,パシコスピリット,56.0,柴原,229.5,16,7R,３歳未勝利,16,栗東,田中章,456,2008.0
20080101080800,3,0,ダ1700m,9/7(日),札幌,牝,13頭,タガノクリスエス,51.0,☆北村友,2.2,1,8R,３歳上５００万下,1,栗東,松田博,474,2008.0
20080101080801,4,0,ダ1700m,9/7(日),札幌,牝,13頭,イノチノアカリ,55.0,武幸,6.9,4,8R,３歳上５００万下,2,栗東,武邦,442,2008.0
20080101080802,4,+4,ダ1700m,9/7(日),札幌,牝,13頭,フロールデセレッソ,55.0,安藤勝,5.5,3,8R,３歳上５００万下,3,栗東,友道,456,2008.0
20080101080803,3,+16,ダ1700m,9/7(日),札幌,牝,13頭,オコリンボ,52.0,藤田,3.8,2,8R,３歳上５００万下,4,栗東,谷,424,2008.0
20080101080804,5,+8,ダ1700m,9/7(日),札幌,牝,13頭,コアレスキャスト,55.0,佐々国,95.0,11,8R,３歳上５００万下,5,美浦,成島,464,2008.0
20080101080805,4,-2,ダ1700m,9/7(日),札幌,牝,13頭,エプソムアイリス,54.0,☆三浦,11.5,5,8R,３歳上５００万下,6,栗東,山内,436,2008.0
20080101080806,5,-4,ダ1700m,9/7(日),札幌,牝,13頭,セイリングシップ,54.0,☆的場,39.1,7,8R,３歳上５００万下,7,美浦,松永康,464,2008.0
20080101080807,3,+4,ダ1700m,9/7(日),札幌,牝,13頭,マルサンサイレンス,49.0,▲丸田,55.6,8,8R,３歳上５００万下,8,美浦,谷原,456,2008.0
20080101080808,3,+2,ダ1700m,9/7(日),札幌,牝,13頭,クレアシオン,52.0,古川,28.8,6,8R,３歳上５００万下,9,栗東,岡田,442,2008.0
20080101080809,4,+16,ダ1700m,9/7(日),札幌,牝,13頭,ニシノキンレンポ,55.0,宮崎光,69.2,9,8R,３歳上５００万下,10,美浦,杉浦,478,2008.0
20080101080810,4,+2,ダ1700m,9/7(日),札幌,牝,13頭,ヤマカツマドンナ,55.0,武英,192.4,12,8R,３歳上５００万下,11,栗東,福島,500,2008.0
20080101080811,3,-6,ダ1700m,9/7(日),札幌,牝,13頭,トウカイブレイズ,49.0,▲荻野琢,85.1,10,8R,３歳上５００万下,12,栗東,中村,426,2008.0
20080101080812,4,-8,ダ1700m,9/7(日),札幌,牝,13頭,ヴィーナスイモン,55.0,郷原,324.7,13,8R,３歳上５００万下,13,美浦,南田,442,2008.0
20080101080900,5,+6,芝2600m,9/7(日),札幌,牝,12頭,ビエンナーレ,53.0,三浦,15.6,5,9R,札幌日経ＯＰ,1,美浦,河野,412,2008.0
20080101080901,4,+2,芝2600m,9/7(日),札幌,牡,12頭,スクリーンヒーロー,55.0,武幸,4.6,3,9R,札幌日経ＯＰ,2,美浦,鹿戸雄,486,2008.0
20080101080902,5,+6,芝2600m,9/7(日),札幌,セ,12頭,エアジパング,56.0,藤田,4.5,2,9R,札幌日経ＯＰ,3,栗東,藤原英,454,2008.0
20080101080903,6,-8,芝2600m,9/7(日),札幌,牡,12頭,トウショウヘリオス,55.0,馬渕繁,141.0,12,9R,札幌日経ＯＰ,4,地方,佐藤英,472,2008.0
20080101080904,8,0,芝2600m,9/7(日),札幌,牡,12頭,ショートローブス,55.0,北村友,44.6,8,9R,札幌日経ＯＰ,5,美浦,相沢,474,2008.0
20080101080905,6,-2,芝2600m,9/7(日),札幌,牡,12頭,アドマイヤタイトル,56.0,安藤勝,1.8,1,9R,札幌日経ＯＰ,6,栗東,松田博,510,2008.0
20080101080906,7,0,芝2600m,9/7(日),札幌,セ,12頭,ウインバリエンテ,55.0,丸田,120.6,11,9R,札幌日経ＯＰ,7,美浦,清水英,454,2008.0
20080101080907,5,+10,芝2600m,9/7(日),札幌,牡,12頭,マイネルネオス,55.0,秋山,14.3,4,9R,札幌日経ＯＰ,8,美浦,稲葉,454,2008.0
20080101080908,5,0,芝2600m,9/7(日),札幌,牡,12頭,トロフィーディール,55.0,池添,38.2,7,9R,札幌日経ＯＰ,9,栗東,森,456,2008.0
20080101080909,9,+6,芝2600m,9/7(日),札幌,牡,12頭,ゴーウィズウィンド,55.0,津村,25.4,6,9R,札幌日経ＯＰ,10,美浦,国枝,474,2008.0
20080101080910,6,+4,芝2600m,9/7(日),札幌,牡,12頭,コスモプロデュース,56.0,大野,63.1,9,9R,札幌日経ＯＰ,11,美浦,栗田,506,2008.0
20080101080911,6,-2,芝2600m,9/7(日),札幌,牝,12頭,クインオブクイン,53.0,佐々国,90.7,10,9R,札幌日経ＯＰ,12,地方,伊藤隆,416,2008.0
20080101081000,5,-12,芝1200m,9/7(日),札幌,牝,16頭,ホウショウリヴ,55.0,武幸,8.3,4,10R,ニセコ特別,1,美浦,武藤,490,2008.0
20080101081001,4,0,芝1200m,9/7(日),札幌,牡,16頭,センザイイチグウ,57.0,秋山,10.7,5,10R,ニセコ特別,2,美浦,谷原,462,2008.0
20080101081002,4,-4,芝1200m,9/7(日),札幌,牡,16頭,フリーダムエアー,57.0,藤田,2.8,1,10R,ニセコ特別,3,栗東,昆,510,2008.0
20080101081003,4,+4,芝1200m,9/7(日),札幌,牝,16頭,スコルピオンキッス,55.0,横山典,6.9,3,10R,ニセコ特別,4,美浦,鹿戸雄,464,2008.0
20080101081004,4,+8,芝1200m,9/7(日),札幌,牝,16頭,キングスベリー,55.0,三浦,3.7,2,10R,ニセコ特別,5,栗東,佐々晶,446,2008.0
20080101081005,3,+2,芝1200m,9/7(日),札幌,牡,16頭,バンブーエルトリ,55.0,宮崎光,29.4,9,10R,ニセコ特別,6,地方,林和,446,2008.0
20080101081006,4,+6,芝1200m,9/7(日),札幌,牝,16頭,イーサンラヴ,55.0,古川,27.8,7,10R,ニセコ特別,7,美浦,松山将,446,2008.0
20080101081007,5,+10,芝1200m,9/7(日),札幌,牡,16頭,タキオンシチー,57.0,北村友,69.4,12,10R,ニセコ特別,8,栗東,岡田,480,2008.0
20080101081008,4,+14,芝1200m,9/7(日),札幌,牝,16頭,マイティーボタン,55.0,梶,28.4,8,10R,ニセコ特別,9,栗東,梅田智,478,2008.0
20080101081009,4,+16,芝1200m,9/7(日),札幌,牝,16頭,マルターズクラシカ,55.0,津村,47.6,11,10R,ニセコ特別,10,美浦,堀井,480,2008.0
20080101081010,4,+14,芝1200m,9/7(日),札幌,牡,16頭,リバートーマス,57.0,郷原,243.3,15,10R,ニセコ特別,11,美浦,郷原,494,2008.0
20080101081011,4,+2,芝1200m,9/7(日),札幌,牡,16頭,ヤマカツシリウス,57.0,池添,15.2,6,10R,ニセコ特別,12,栗東,池添,556,2008.0
20080101081012,4,0,芝1200m,9/7(日),札幌,牝,16頭,カクテルウィッシュ,55.0,菊沢,177.8,14,10R,ニセコ特別,13,美浦,高橋裕,450,2008.0
20080101081013,4,0,芝1200m,9/7(日),札幌,牝,16頭,エアファーギー,55.0,松田,73.3,13,10R,ニセコ特別,14,栗東,藤岡健,476,2008.0
20080101081014,5,-2,芝1200m,9/7(日),札幌,セ,16頭,アスタートリッピー,57.0,長谷川,31.1,10,10R,ニセコ特別,15,栗東,中竹,460,2008.0
20080101081015,3,-14,芝1200m,9/7(日),札幌,牡,16頭,フジノイチバンボシ,55.0,桑村真,260.2,16,10R,ニセコ特別,16,地方,角川秀,490,2008.0
20080101081100,3,0,芝1500m,9/7(日),札幌,セ,12頭,スピリタス,54.0,安藤勝,2.3,1,11R,摩周湖特別,1,栗東,岡田,436,2008.0
20080101081101,3,0,芝1500m,9/7(日),札幌,牝,12頭,ミゼリコルデ,52.0,三浦,6.7,4,11R,摩周湖特別,2,栗東,音無,474,2008.0
20080101081102,5,-2,芝1500m,9/7(日),札幌,牡,12頭,アドマイヤダーリン,55.0,横山典,5.8,3,11R,摩周湖特別,3,栗東,友道,494,2008.0
20080101081103,4,+6,芝1500m,9/7(日),札幌,牡,12頭,ユキノハリケーン,57.0,藤田,4.1,2,11R,摩周湖特別,4,美浦,根本,494,2008.0
20080101081104,4,+4,芝1500m,9/7(日),札幌,牝,12頭,コスモチーキー,52.0,津村,19.4,6,11R,摩周湖特別,5,美浦,稗田,446,2008.0
20080101081105,5,+2,芝1500m,9/7(日),札幌,牡,12頭,クレバージェフリー,54.0,的場,29.6,7,11R,摩周湖特別,6,栗東,崎山,436,2008.0
